Symptom,Symbol,Category_cl,EntrezID
C0023012,BBS1,protein,582
C0023012,ACADS,protein,35
C0023012,DHTKD1,protein,55526
C0023012,HERC2,protein,8924
C0023012,PDE4D,protein,5144
C0023012,FLNA,protein,2316
C0023012,SIN3A,protein,25942
C0023012,SETD5,protein,55209
C0023012,CAMTA1,protein,23261
C0023012,PRKRA,protein,8575
C0023012,PYCR1,protein,5831
C0023012,CREBBP,protein,1387
C0023012,BTK,protein,695
C0023012,TBX2,protein,6909
C0023012,TSHR,protein,7253
C0023012,AASS,protein,10157
C0023012,ATP6V0A2,protein,23545
C0023012,SPTBN2,protein,6712
C0023015,BCR,protein,613
C0023015,L1CAM,protein,3897
C0023015,TARDBP,protein,23435
C0023015,PDGFC,protein,56034
C0023015,SYNGAP1,protein,8831
C0023015,FUS,protein,2521
C0023015,FOXP2,protein,93986
C0023015,LGI1,protein,9211
C0023015,PLG,protein,5340
C0023015,ZNF277,protein,11179
C0023015,GRIN2A,protein,2903
C0023015,KIAA0319,protein,9856
C0023015,PSEN1,protein,5663
C0023015,SMUG1,protein,23583
C0023015,GNPTG,protein,84572
C0023015,C9orf72,protein,203228
C0023015,FOXP1,protein,27086
C0023015,PCSK6,protein,5046
C0023015,NFXL1,protein,152518
C0023015,TM4SF20,protein,79853
C0023015,TBK1,protein,29110
C0023015,ANKK1,protein,255239
C0023015,CMIP,protein,80790
C0023015,NAGPA,protein,51172
C0023015,SQSTM1,protein,8878
C0023015,DRD2,protein,1813
C0023015,MYO18B,protein,84700
C0023015,TOR3A,protein,64222
C0023015,TRPV1,protein,7442
C0023015,CRKL,protein,1399
C0023015,GRN,protein,2896
C0023015,MECP2,protein,4204
C0023015,ADGRG1,protein,9289
C0023015,CNTNAP2,protein,26047
C0023015,PLAT,protein,5327
C0023015,MAPT,protein,4137
C0023015,MAPK1,protein,5594
C0023015,SH2B1,protein,25970
C0023015,USP15,protein,9958
C0023015,CBS,protein,875
C0023015,ADNP,protein,23394
C0023015,APOE,protein,348
C0023015,ATP2C2,protein,9914
C0973461,RREB1,protein,6239
C0973461,CACNA1A,protein,773
C0973461,HIRA,protein,7290
C0973461,VCP,protein,7415
C0973461,TBX1,protein,6899
C0973461,GP1BB,protein,2812
C0973461,RAI1,protein,10743
C0973461,GRIN2A,protein,2903
C0973461,CHMP2B,protein,25978
C0973461,PSEN1,protein,5663
C0973461,TREM2,protein,54209
C0973461,COMT,protein,1312
C0973461,SQSTM1,protein,8878
C0973461,ATRX,protein,546
C0973461,GRN,protein,2896
C0973461,MECP2,protein,4204
C0973461,ATP1A2,protein,477
C0973461,SEC24C,protein,9632
C0973461,MAPT,protein,4137
C0973461,OCRL,protein,4952
C0973461,ARVCF,protein,421
C0973461,STS,protein,412
C0233565,DNAJC13,protein,23317
C0233565,PTS,protein,5805
C0233565,CSF1R,protein,1436
C0233565,ATXN2,protein,6311
C0233565,FBXO7,protein,25793
C0233565,HTT,protein,3064
C0233565,TTC19,protein,54902
C0233565,PDGFRB,protein,5159
C0233565,PRNP,protein,5621
C0233565,SYNJ1,protein,8867
C0233565,PARK7,protein,11315
C0233565,TBX18,protein,9096
C0233565,PLA2G6,protein,8398
C0233565,FMR1,protein,2332
C0233565,SLC30A10,protein,55532
C0233565,PDGFB,protein,5155
C0233565,SLC20A2,protein,6575
C0233565,SLC6A3,protein,6531
C0233565,POLG,protein,5428
C0233565,TBP,protein,6908
C0233565,NR4A2,protein,4929
C0233565,PRKRA,protein,8575
C0233565,WDR45,protein,11152
C0233565,SNCA,protein,6622
C0233565,ATP1A3,protein,478
C0233565,DNAJC6,protein,9829
C0233565,ATP6AP2,protein,10159
C0233565,SNCAIP,protein,9627
C0233565,FTL,protein,2512
C0233565,MAPT,protein,4137
C0233565,ATXN3,protein,4287
C0233565,DCTN1,protein,1639
C0039070,CACNA1C,protein,775
C0039070,KCNJ5,protein,3762
C0039070,PSEN2,protein,5664
C0039070,SCN5A,protein,6331
C0039070,CALM1,protein,801
C0039070,DSC2,protein,1824
C0039070,CACNB2,protein,783
C0039070,PSEN1,protein,5663
C0039070,PKP2,protein,5318
C0039070,GPD1L,protein,23171
C0039070,CASQ2,protein,845
C0039070,RYR2,protein,6262
C0039070,RNF125,protein,54941
C0039070,KCNJ2,protein,3759
C0039070,ANK2,protein,287
C0039070,KCNQ1,protein,3784
C0039070,SNTA1,protein,6640
C0039070,TRDN,protein,10345
C0039070,TRPM4,protein,54795
C0039070,KCNH2,protein,3757
C0039070,KCNE2,protein,9992
C0039070,KCNE1,protein,3753
C0039070,JUP,protein,3728
C0040822,ADORA2A,protein,135
C0040822,CACNA1S,protein,779
C0040822,FBXO7,protein,25793
C0040822,SLC18A2,protein,6571
C0040822,CA8,protein,767
C0040822,TH,protein,7054
C0040822,PRNP,protein,5621
C0040822,CYP27A1,protein,1593
C0040822,SLC6A3,protein,6531
C0040822,SLC30A10,protein,55532
C0040822,NEU1,protein,4758
C0040822,ASAH1,protein,427
C0040822,WDR45,protein,11152
C0040822,POLR1C,protein,9533
C0040822,TNNT1,protein,7138
C0040822,PAH,protein,5053
C0040822,LEMD3,protein,23592
C0040822,ERCC6,protein,2074
C0040822,VPS13A,protein,23230
C0040822,PLP1,protein,5354
C0040822,TOR1A,protein,1861
C0040822,MAPT,protein,4137
C0040822,WFS1,protein,7466
C0040822,HPCA,protein,3208
C0040822,DCTN1,protein,1639
C0040822,MEN1,protein,4221
C0040822,DNAJC13,protein,23317
C0040822,PTS,protein,5805
C0040822,ATM,protein,472
C0040822,PEX2,protein,5828
C0040822,PLA2G6,protein,8398
C0040822,SGCE,protein,8910
C0040822,GJB1,protein,2705
C0040822,CTSF,protein,8722
C0040822,CP,protein,1356
C0040822,TPI1,protein,7167
C0040822,GABRA3,protein,2556
C0040822,TBL2,protein,26608
C0040822,PCBD1,protein,5092
C0040822,CNTN2,protein,6900
C0040822,LRPPRC,protein,10128
C0040822,KCNA1,protein,3736
C0040822,DARS2,protein,55157
C0040822,ERCC8,protein,1161
C0040822,ATP7A,protein,538
C0040822,SCN9A,protein,6335
C0040822,GRM1,protein,2911
C0040822,SCN8A,protein,6334
C0040822,CUL4B,protein,8450
C0040822,LMNB1,protein,4001
C0040822,TIMM8A,protein,1678
C0040822,GTF2I,protein,2969
C0040822,GABRG2,protein,2566
C0040822,ATP7B,protein,540
C0040822,SLC39A4,protein,55630
C0040822,DPM1,protein,8813
C0040822,TTC19,protein,54902
C0040822,PDGFRB,protein,5159
C0040822,BSCL2,protein,26580
C0040822,ADAMTS13,protein,11093
C0040822,SNX10,protein,29887
C0040822,ADRA2B,protein,151
C0040822,HMGA2,protein,8091
C0040822,APTX,protein,54840
C0040822,TAF1,protein,6872
C0040822,ELN,protein,2006
C0040822,PNP,protein,4860
C0040822,PIGN,protein,23556
C0040822,PDGFB,protein,5155
C0040822,SLC20A2,protein,6575
C0040822,GTF2IRD1,protein,9569
C0040822,HNF1A,protein,6927
C0040822,DRD2,protein,1813
C0040822,CLCN7,protein,1186
C0040822,TTR,protein,7276
C0040822,TNFSF11,protein,8600
C0040822,MECP2,protein,4204
C0040822,QDPR,protein,5860
C0040822,KCNC1,protein,3746
C0040822,SCN1B,protein,6324
C0040822,TRH,protein,7200
C0040822,HTR1A,protein,3350
C0040822,HNF4A,protein,3172
C0040822,GCH1,protein,2643
C0040822,TMEM70,protein,54968
C0040822,TCIRG1,protein,10312
C0040822,LYST,protein,1130
C0040822,BAZ1B,protein,9031
C0040822,RFC2,protein,5982
C0040822,SPR,protein,6697
C0040822,SYNJ1,protein,8867
C0040822,CYP2D6,protein,1565
C0040822,SCN1A,protein,6323
C0040822,LIMK1,protein,3984
C0040822,ITM2B,protein,9445
C0040822,GABRA1,protein,2554
C0040822,ADAR,protein,103
C0040822,AR,protein,367
C0040822,MMACHC,protein,25974
C0040822,SCN2A,protein,6326
C0040822,CHRM4,protein,1132
C0040822,DNAJC6,protein,9829
C0040822,ADRB2,protein,154
C0040822,CLIP2,protein,7461
C0040822,GOSR2,protein,9570
C0040822,FTL,protein,2512
C0040822,ACHE,protein,43
C0040822,TSFM,protein,10102
C0040822,STXBP1,protein,6812
C0040822,KCNA2,protein,3737
C0234376,PIK3CA,protein,5290
C0234376,VLDLR,protein,7436
C0234376,ABHD12,protein,26090
C0234376,GSS,protein,2937
C0234376,SLC9A1,protein,6548
C0234376,PLA2G6,protein,8398
C0234376,AKT1,protein,207
C0234376,FMR1,protein,2332
C0234376,ITM2B,protein,9445
C0234376,POLR3B,protein,55703
C0234376,TBP,protein,6908
C0234376,KCNJ10,protein,3766
C0234376,PNPLA6,protein,10908
C0234376,CTDP1,protein,9150
C0234376,FXN,protein,2395
C0234376,PPP2R2B,protein,5521
C0234376,SCP2,protein,6342
C0234376,SCARB2,protein,950
C0234376,ABCB7,protein,22
C0234376,PTEN,protein,5728
C0234376,SPTBN2,protein,6712
C0003578,NPHP1,protein,4867
C0003578,BTD,protein,686
C0003578,B9D1,protein,27077
C0003578,GLRA1,protein,2741
C0003578,PCCB,protein,5096
C0003578,GNAI3,protein,2773
C0003578,GLUL,protein,2752
C0003578,CPT2,protein,1376
C0003578,PRNP,protein,5621
C0003578,TSPYL1,protein,7259
C0003578,GPHN,protein,10243
C0003578,ECHS1,protein,1892
C0003578,ZNF423,protein,23090
C0003578,SOX9,protein,6662
C0003578,CTSD,protein,1509
C0003578,RNF125,protein,54941
C0003578,KIAA0586,protein,9786
C0003578,CRYAB,protein,1410
C0003578,DST,protein,667
C0003578,ABCA3,protein,21
C0003578,CEP104,protein,9731
C0003578,PEX5,protein,5830
C0003578,BCHE,protein,590
C0003578,FBP1,protein,2203
C0003578,CHAT,protein,1103
C0003578,PCK1,protein,5105
C0003578,NEB,protein,4703
C0003578,PLCB4,protein,5332
C0003578,LIAS,protein,11019
C0003578,RPGRIP1L,protein,23322
C0003578,MECP2,protein,4204
C0003578,TMEM138,protein,51524
C0003578,PEX13,protein,5194
C0003578,HSPD1,protein,3329
C0003578,ALPL,protein,249
C0003578,GBA,protein,2629
C0003578,SFTPB,protein,6439
C0003578,AHI1,protein,54806
C0003578,SLC6A5,protein,9152
C0003578,MKS1,protein,54903
C0003578,LIFR,protein,3977
C0003578,KIAA0556,protein,23247
C0003578,HTR1A,protein,3350
C0003578,PCCA,protein,5095
C0003578,TMEM216,protein,51259
C3714756,FOXI1,protein,2299
C3714756,MID2,protein,11043
C3714756,PRKCG,protein,5582
C3714756,FLNB,protein,2317
C3714756,NDUFS3,protein,4722
C3714756,KAT6A,protein,7994
C3714756,CA8,protein,767
C3714756,YY1,protein,7528
C3714756,PQBP1,protein,10084
C3714756,MCC,protein,4163
C3714756,GSS,protein,2937
C3714756,RALGDS,protein,5900
C3714756,GATA6,protein,2627
C3714756,TERT,protein,7015
C3714756,BPTF,protein,2186
C3714756,KIF4A,protein,24137
C3714756,TCN2,protein,6948
C3714756,MYO5A,protein,4644
C3714756,VIP,protein,7432
C3714756,RPS6KA3,protein,6197
C3714756,CYP27A1,protein,1593
C3714756,AFF2,protein,2334
C3714756,MOCS1,protein,4337
C3714756,ATP8A2,protein,51761
C3714756,SLC31A1,protein,1317
C3714756,SHANK3,protein,85358
C3714756,SAG,protein,6295
C3714756,CNGA1,protein,1259
C3714756,CWF19L1,protein,55280
C3714756,CDH15,protein,1013
C3714756,ABCC8,protein,6833
C3714756,NANS,protein,54187
C3714756,PEX12,protein,5193
C3714756,SNRPN,protein,6638
C3714756,PIGL,protein,9487
C3714756,ERCC4,protein,2072
C3714756,ELP2,protein,55250
C3714756,MYCN,protein,4613
C3714756,SYP,protein,6855
C3714756,SMARCB1,protein,6598
C3714756,SLC12A6,protein,9990
C3714756,PRSS12,protein,8492
C3714756,CAPN10,protein,11132
C3714756,BCKDHB,protein,594
C3714756,IQSEC2,protein,23096
C3714756,LHX3,protein,8022
C3714756,NUP62,protein,23636
C3714756,RAD51,protein,5888
C3714756,TECR,protein,9524
C3714756,RECQL4,protein,9401
C3714756,VLDLR,protein,7436
C3714756,KDM5C,protein,8242
C3714756,NTNG1,protein,22854
C3714756,BCKDK,protein,10295
C3714756,EFTUD2,protein,9343
C3714756,SSR4,protein,6748
C3714756,RAI1,protein,10743
C3714756,FANCI,protein,55215
C3714756,CCDC22,protein,28952
C3714756,COQ5,protein,84274
C3714756,SLC6A20,protein,54716
C3714756,GRIN2B,protein,2904
C3714756,ZNF711,protein,7552
C3714756,SPECC1L,protein,23384
C3714756,ALOX12B,protein,242
C3714756,TUSC3,protein,7991
C3714756,ZNF423,protein,23090
C3714756,IFT27,protein,11020
C3714756,PAX2,protein,5076
C3714756,DPP6,protein,1804
C3714756,SDHB,protein,6390
C3714756,BCKDHA,protein,593
C3714756,SLC1A4,protein,6509
C3714756,FGFR1,protein,2260
C3714756,PEX5,protein,5830
C3714756,HPRT1,protein,3251
C3714756,GAN,protein,8139
C3714756,HDAC4,protein,9759
C3714756,SATB2,protein,23314
C3714756,SBDS,protein,51119
C3714756,TSEN34,protein,79042
C3714756,DPYS,protein,1807
C3714756,PARP1,protein,142
C3714756,SNRPB,protein,6628
C3714756,ATP1A2,protein,477
C3714756,GRIP1,protein,23426
C3714756,MYT1L,protein,23040
C3714756,NAA10,protein,8260
C3714756,COX10,protein,1352
C3714756,VPS13B,protein,157680
C3714756,SIX3,protein,6496
C3714756,ALDH5A1,protein,7915
C3714756,ITGA7,protein,3679
C3714756,MAN2B1,protein,4125
C3714756,LINS1,protein,55180
C3714756,SRD5A3,protein,79644
C3714756,PSPH,protein,5723
C3714756,LRAT,protein,9227
C3714756,HCFC1,protein,3054
C3714756,DLG3,protein,1741
C3714756,ATP7B,protein,540
C3714756,CRB1,protein,23418
C3714756,YARS2,protein,51067
C3714756,AMT,protein,275
C3714756,PRPF31,protein,26121
C3714756,BSCL2,protein,26580
C3714756,DNMT3A,protein,1788
C3714756,MEF2C,protein,4208
C3714756,AHCY,protein,191
C3714756,TRPS1,protein,7227
C3714756,INPP4A,protein,3631
C3714756,TBR1,protein,10716
C3714756,AQP2,protein,359
C3714756,IMPDH1,protein,3614
C3714756,PARN,protein,5073
C3714756,COX6B1,protein,1340
C3714756,ELN,protein,2006
C3714756,SLC29A3,protein,55315
C3714756,PDHA1,protein,5160
C3714756,HEXA,protein,3073
C3714756,MAF,protein,4094
C3714756,PIGN,protein,23556
C3714756,RNF125,protein,54941
C3714756,PAFAH1B1,protein,5048
C3714756,MAD2L2,protein,10459
C3714756,GTF2IRD1,protein,9569
C3714756,PRODH,protein,5625
C3714756,FANCA,protein,2175
C3714756,HNF1A,protein,6927
C3714756,MAP2K2,protein,5605
C3714756,CNKSR1,protein,10256
C3714756,UROC1,protein,131669
C3714756,XRCC2,protein,7516
C3714756,SGSH,protein,6448
C3714756,HSD17B10,protein,3028
C3714756,MYO7A,protein,4647
C3714756,DCHS1,protein,8642
C3714756,DYRK1A,protein,1859
C3714756,ABCA4,protein,24
C3714756,NTRK1,protein,4914
C3714756,ACTB,protein,60
C3714756,IGF1R,protein,3480
C3714756,NSDHL,protein,50814
C3714756,DVL1,protein,1855
C3714756,WWOX,protein,51741
C3714756,NRAS,protein,4893
C3714756,MVK,protein,4598
C3714756,AUTS2,protein,26053
C3714756,RBM8A,protein,9939
C3714756,POGZ,protein,23126
C3714756,ASCC3,protein,10973
C3714756,NIPBL,protein,25836
C3714756,XPA,protein,7507
C3714756,IGBP1,protein,3476
C3714756,IL1RAPL1,protein,11141
C3714756,TMCO1,protein,54499
C3714756,CLRN1,protein,7401
C3714756,BCS1L,protein,617
C3714756,RLBP1,protein,6017
C3714756,DYM,protein,54808
C3714756,RFC2,protein,5982
C3714756,PDHX,protein,8050
C3714756,SNRNP200,protein,23020
C3714756,SNX14,protein,57231
C3714756,KCNC3,protein,3748
C3714756,PAX6,protein,5080
C3714756,SPR,protein,6697
C3714756,SCN1A,protein,6323
C3714756,SEC23B,protein,10483
C3714756,USP9X,protein,8239
C3714756,AKT1,protein,207
C3714756,BRAF,protein,673
C3714756,ATP2B3,protein,492
C3714756,DGCR6,protein,8214
C3714756,ERCC3,protein,2071
C3714756,KIAA0586,protein,9786
C3714756,GABRA1,protein,2554
C3714756,PDE6G,protein,5148
C3714756,KYNU,protein,8942
C3714756,PRKRA,protein,8575
C3714756,MFSD2A,protein,84879
C3714756,INPP5E,protein,56623
C3714756,ERCC2,protein,2068
C3714756,NHP2,protein,55651
C3714756,AAAS,protein,8086
C3714756,CNNM2,protein,54805
C3714756,NRL,protein,4901
C3714756,WDR45B,protein,56270
C3714756,FOXRED1,protein,55572
C3714756,RAB3GAP2,protein,25782
C3714756,CASK,protein,8573
C3714756,IDUA,protein,3425
C3714756,DGCR2,protein,9993
C3714756,CPS1,protein,1373
C3714756,ARSA,protein,410
C3714756,PIK3CA,protein,5290
C3714756,CHKB,protein,1120
C3714756,FLI1,protein,2313
C3714756,TUB,protein,7275
C3714756,RP1,protein,6101
C3714756,POMGNT1,protein,55624
C3714756,SDCCAG8,protein,10806
C3714756,BBS2,protein,583
C3714756,ALX1,protein,8092
C3714756,BBS10,protein,79738
C3714756,FOXP1,protein,27086
C3714756,AP1S1,protein,1174
C3714756,HNRNPK,protein,3190
C3714756,CA2,protein,760
C3714756,SHOC2,protein,8036
C3714756,UBE2A,protein,7319
C3714756,RTEL1,protein,51750
C3714756,MAK,protein,4117
C3714756,SDHA,protein,6389
C3714756,KCNJ10,protein,3766
C3714756,NEU1,protein,4758
C3714756,NEK2,protein,4751
C3714756,PURA,protein,5813
C3714756,PAH,protein,5053
C3714756,MED12,protein,9968
C3714756,BBS7,protein,55212
C3714756,PRPS1,protein,5631
C3714756,ALDH3A2,protein,224
C3714756,ERCC6,protein,2074
C3714756,TSC2,protein,7249
C3714756,GABRB3,protein,2562
C3714756,IFT140,protein,9742
C3714756,PLP1,protein,5354
C3714756,MANBA,protein,4126
C3714756,RRM2B,protein,50484
C3714756,MLXIPL,protein,51085
C3714756,MAGEL2,protein,54551
C3714756,WFS1,protein,7466
C3714756,KIAA0556,protein,23247
C3714756,POU1F1,protein,5449
C3714756,RLIM,protein,51132
C3714756,TINF2,protein,26277
C3714756,UBE3A,protein,7337
C3714756,POMT1,protein,10585
C3714756,FGFR2,protein,2263
C3714756,FOLR1,protein,2348
C3714756,TBX1,protein,6899
C3714756,PCNT,protein,5116
C3714756,CALCA,protein,796
C3714756,FRG1,protein,2483
C3714756,MTR,protein,4548
C3714756,TULP1,protein,7287
C3714756,PLA2G6,protein,8398
C3714756,HSPG2,protein,3339
C3714756,ERCC5,protein,2073
C3714756,CAMK2A,protein,815
C3714756,ZBTB18,protein,10472
C3714756,SOX11,protein,6664
C3714756,SETBP1,protein,26040
C3714756,SURF1,protein,6834
C3714756,UBE2T,protein,29089
C3714756,ROM1,protein,6094
C3714756,COX15,protein,1355
C3714756,PLAGL1,protein,5325
C3714756,SMO,protein,6608
C3714756,ZNF592,protein,9640
C3714756,BSND,protein,7809
C3714756,PHOX2B,protein,8929
C3714756,GRIN1,protein,2902
C3714756,STRA6,protein,64220
C3714756,BBS4,protein,585
C3714756,CTSA,protein,5476
C3714756,BEST1,protein,7439
C3714756,CLCN4,protein,1183
C3714756,BUB1B,protein,701
C3714756,SCN8A,protein,6334
C3714756,RNF113A,protein,7737
C3714756,HADH,protein,3033
C3714756,KCNJ1,protein,3758
C3714756,COL18A1,protein,80781
C3714756,PPT1,protein,5538
C3714756,GAD1,protein,2571
C3714756,KCNQ2,protein,3785
C3714756,SHANK2,protein,22941
C3714756,GUCY2D,protein,3000
C3714756,ZNF526,protein,116115
C3714756,PPP2R1A,protein,5518
C3714756,GDI1,protein,2664
C3714756,TSC1,protein,7248
C3714756,OTC,protein,5009
C3714756,NPC1,protein,4864
C3714756,PHGDH,protein,26227
C3714756,RGS7,protein,6000
C3714756,CHRNA7,protein,1139
C3714756,WDPCP,protein,51057
C3714756,PMPCA,protein,23203
C3714756,DMXL2,protein,23312
C3714756,SNAP29,protein,9342
C3714756,SRCAP,protein,10847
C3714756,TAF2,protein,6873
C3714756,ROR2,protein,4920
C3714756,DCX,protein,1641
C3714756,ZIC2,protein,7546
C3714756,PRPF4,protein,9128
C3714756,NOP10,protein,55505
C3714756,ZNF292,protein,23036
C3714756,SLC25A15,protein,10166
C3714756,LZTFL1,protein,54585
C3714756,KCNJ11,protein,3767
C3714756,RABL6,protein,55684
C3714756,MAP2K1,protein,5604
C3714756,RP9,protein,6100
C3714756,PC,protein,5091
C3714756,ZFYVE26,protein,23503
C3714756,SOST,protein,50964
C3714756,PGK1,protein,5230
C3714756,UBR7,protein,55148
C3714756,GNAQ,protein,2776
C3714756,NAGA,protein,4668
C3714756,GON4L,protein,54856
C3714756,PNPLA6,protein,10908
C3714756,MED23,protein,9439
C3714756,EEF1B2,protein,1933
C3714756,GALE,protein,2582
C3714756,ARFGEF2,protein,10564
C3714756,CTDP1,protein,9150
C3714756,NDUFS4,protein,4724
C3714756,GLB1,protein,2720
C3714756,CCNA2,protein,890
C3714756,ALDOB,protein,229
C3714756,PRPF6,protein,24148
C3714756,KANK1,protein,23189
C3714756,CAV1,protein,857
C3714756,GMPPA,protein,29926
C3714756,MBTPS2,protein,51360
C3714756,EP300,protein,2033
C3714756,DGCR8,protein,54487
C3714756,MPP4,protein,58538
C3714756,OCRL,protein,4952
C3714756,MAPK1,protein,5594
C3714756,NTF4,protein,4909
C3714756,DNA2,protein,1763
C3714756,AHI1,protein,54806
C3714756,TRH,protein,7200
C3714756,EEF1A2,protein,1917
C3714756,DMD,protein,1756
C3714756,PCCA,protein,5095
C3714756,HNF4A,protein,3172
C3714756,ADK,protein,132
C3714756,MERTK,protein,10461
C3714756,TACO1,protein,51204
C3714756,GPI,protein,2821
C3714756,FASN,protein,2194
C3714756,LARP7,protein,51574
C3714756,KDM5A,protein,5927
C3714756,GNS,protein,2799
C3714756,PCCB,protein,5096
C3714756,ZCCHC8,protein,55596
C3714756,BAZ1B,protein,9031
C3714756,PPP2R5D,protein,5528
C3714756,SDHD,protein,6392
C3714756,GALT,protein,2592
C3714756,LYST,protein,1130
C3714756,FANCF,protein,2188
C3714756,NPC2,protein,10577
C3714756,IKBKG,protein,8517
C3714756,HMGB3,protein,3149
C3714756,PRPF3,protein,9129
C3714756,TCTN3,protein,26123
C3714756,NFIX,protein,4784
C3714756,KIF7,protein,374654
C3714756,ZBTB40,protein,9923
C3714756,PDE4D,protein,5144
C3714756,FUCA1,protein,2517
C3714756,RB1,protein,5925
C3714756,SETD5,protein,55209
C3714756,CHD2,protein,1106
C3714756,DKC1,protein,1736
C3714756,ANK3,protein,288
C3714756,TRAIP,protein,10293
C3714756,IDH3B,protein,3420
C3714756,PRPH2,protein,5961
C3714756,GUSB,protein,2990
C3714756,SLC5A5,protein,6528
C3714756,HESX1,protein,8820
C3714756,MMACHC,protein,25974
C3714756,AFF4,protein,27125
C3714756,TSEN54,protein,283989
C3714756,GABRD,protein,2563
