node	type
PLPPR3	gene
FSTL1	gene
FAM117B	gene
C4orf19	gene
CD84	gene
EBF2	gene
CCDC28B	gene
NCR2	gene
CLN6	gene
KLLN	gene
GMFB	gene
SGIP1	gene
FADS3	gene
KIR2DS5	gene
TCEAL4	gene
KLHDC8B	gene
CRIP3	gene
SLC51A	gene
TSPAN31	gene
DHX35	gene
ATP1A4	gene
ATP1B4	gene
HYDIN	gene
B4GALT6	gene
CXCL17	gene
POU2F3	gene
DUSP8	gene
RPPH1-3P	gene
DGKQ	gene
OPRD1	gene
HSD11B1	gene
MFSD4A	gene
LAMC2	gene
SELENOF	gene
DCTD	gene
NPVF	gene
CREBL2	gene
LYSMD1	gene
ZNF217	gene
NXF3	gene
PABPN1L	gene
CNR1	gene
EMP3	gene
TSPAN12	gene
TENM2	gene
SLC41A3	gene
S100Z	gene
RTN4IP1	gene
UBL3	gene
SV2C	gene
KRCC1	gene
MIR154	gene
ACCS	gene
PREX2	gene
URGCP	gene
GSG1L	gene
OLFML3	gene
PRR4	gene
TENT5C	gene
CCDC39	gene
AGFG2	gene
R3HDM1	gene
PON1	gene
CDH23	gene
PRSS2	gene
PCYT1B	gene
SCARF2	gene
TULP1	gene
GSS	gene
ENC1	gene
RAB3GAP2	gene
DPP6	gene
FAM200B	gene
GJC3	gene
PF4V1	gene
DDHD2	gene
B3GALT5	gene
OGA	gene
AHDC1	gene
HAS1	gene
ERVK13-1	gene
TWISTNB	gene
SLC30A9	gene
FKBP9	gene
KCTD15	gene
CHD7	gene
ZSWIM2	gene
NXPE3	gene
MFSD3	gene
CLDN14	gene
LCNL1	gene
SULT1C3	gene
EMC4	gene
ALCAM	gene
ZNF251	gene
INTS13	gene
NXNL1	gene
PRRG2	gene
SFTPA2	gene
RPH3AL	gene
MUC12	gene
ARHGEF15	gene
AP3D1	gene
IL11RA	gene
P2RX4	gene
IRF1-AS1	gene
PZP	gene
ZNF189	gene
B4GALNT4	gene
SYT13	gene
LHFPL2	gene
TMX3	gene
MICALCL	gene
C9orf106	gene
IGKV3-20	gene
SYNE3	gene
TRMT13	gene
CZIB	gene
SNORD42A	gene
RYR3	gene
PKD2L1	gene
FKBP11	gene
ZNF469	gene
DEPDC1B	gene
EBPL	gene
CACUL1	gene
IRX4	gene
GGCT	gene
SRBD1	gene
SKOR1	gene
CDCA2	gene
SEMA3D	gene
ADAMTSL1	gene
KDM6A	gene
ZNF146	gene
AMELY	gene
ABCC10	gene
GPR158	gene
PCNA-AS1	gene
TTLL6	gene
BORCS5	gene
PIANP	gene
LINC01555	gene
ZNF320	gene
EOMES	gene
NT5DC2	gene
LOXHD1	gene
SMIM29	gene
TCIM	gene
CCL3L3	gene
DAZ1	gene
GTF2A1L	gene
ASCL3	gene
CDH16	gene
FBXL20	gene
KIF4B	gene
RPS4Y1	gene
SLC27A3	gene
TMEM213	gene
NRBP2	gene
SPTBN5	gene
ZNF605	gene
KIF26A	gene
UGT2B10	gene
SBNO2	gene
IL22RA1	gene
ATF7IP2	gene
MCRIP2	gene
TMEM185A	gene
IGFBP4	gene
FAR2	gene
FBXO43	gene
ECHDC1	gene
SAA2	gene
NOMO3	gene
LSM14A	gene
ATP6V1G2	gene
FAM193A	gene
CYP3A43	gene
ELOF1	gene
KIAA0087	gene
STH	gene
TMEM145	gene
ATXN3L	gene
C5orf22	gene
NMUR1	gene
SSX1	gene
PRKAG3	gene
NRSN1	gene
PDZD8	gene
OSER1	gene
GPHA2	gene
CALHM5	gene
AKIRIN1	gene
MADCAM1	gene
RASL11B	gene
GLRB	gene
GGT7	gene
QSOX1	gene
WFIKKN1	gene
CALCR	gene
ASIC2	gene
YPEL2	gene
CCDC68	gene
DEFB116	gene
DDO	gene
DNAH3	gene
APBA1	gene
RELL1	gene
HSPA7	gene
ITIH6	gene
C6	gene
PTHLH	gene
ADGRB3	gene
NYAP1	gene
HLA-DRB3	gene
HOXA4	gene
IDO1	gene
CRLF1	gene
RNF26	gene
PGAP3	gene
AP3B2	gene
C1QTNF4	gene
LEKR1	gene
FGF23	gene
HLA-DOA	gene
PLA2G15	gene
MIR455	gene
CLMN	gene
EEF1GP1	gene
VASH2	gene
KMT5B	gene
TOR2A	gene
TSPAN32	gene
DXO	gene
MEIKIN	gene
ABHD4	gene
PLEKHA1	gene
NPRL2	gene
MYH16	gene
PEX3	gene
CPNE9	gene
LHCGR	gene
CRHBP	gene
EIF1AX	gene
TSPY3	gene
TMCO4	gene
ATP6V1G3	gene
ITIH5	gene
C2orf49	gene
FAM53A	gene
LINC00261	gene
HLA-L	gene
DIPK1B	gene
POU3F2	gene
SNORD105B	gene
AMT	gene
GPR68	gene
SLC25A35	gene
SI	gene
HOXC10	gene
MCOLN2	gene
CIB4	gene
KCTD20	gene
METTL26	gene
ACTR3C	gene
PSD2	gene
RNU4ATAC	gene
LIAS	gene
SCGB1A1	gene
COL7A1	gene
ZNF79	gene
CLDN18	gene
PPP1R3D	gene
PDZD9	gene
MTCH2	gene
MBD5	gene
ZNF860	gene
SYS1-DBNDD2	gene
SNORD47	gene
GJB4	gene
SLC26A5	gene
ADGRF5	gene
RIN2	gene
ARAP3	gene
SKIDA1	gene
SNORD34	gene
SLC51B	gene
DTX4	gene
SOBP	gene
KCNK4	gene
GSTM5	gene
MIR3142HG	gene
GRAPL	gene
DLX6-AS1	gene
TOR4A	gene
PPM1H	gene
RTCA	gene
TBC1D8	gene
CXorf40A	gene
GUCY1A1	gene
GPATCH11	gene
TBC1D28	gene
SCARF1	gene
DNAJC6	gene
DEFB105B	gene
TMEM38B	gene
ZNF777	gene
CCDC28A	gene
GPR132	gene
ANO6	gene
BNC1	gene
TUBD1	gene
ANK2	gene
RHBDL1	gene
ACE	gene
PARP8	gene
XYLT1	gene
ATP5MC2	gene
TEX19	gene
FAM155A	gene
PGLYRP1	gene
ITPA	gene
BOD1L2	gene
SPOCK1	gene
NDFIP2	gene
OASL	gene
HACL1	gene
CD24P4	gene
KCNJ5	gene
LANCL2	gene
C19orf48	gene
LPA	gene
SYT8	gene
PDK4	gene
ASCL1	gene
C7orf26	gene
KCNK18	gene
PNPLA8	gene
CLEC10A	gene
SLFN14	gene
XYLB	gene
ZFAND3	gene
HILPDA	gene
CCDC144NL	gene
RGL1	gene
GPI	gene
ANO8	gene
CASTOR3	gene
NDUFAF6	gene
IL19	gene
TBX4	gene
VGLL1	gene
CLCF1	gene
ANKRD13B	gene
ALPK1	gene
ASPHD1	gene
SNORD30	gene
CCDC127	gene
LAYN	gene
SLC35G1	gene
KLF9	gene
ACACB	gene
ARHGAP25	gene
PHKB	gene
SMCO1	gene
EML5	gene
USP50	gene
RNPEPL1	gene
RHBDF1	gene
TRNP1	gene
GABRB1	gene
PRTG	gene
ADORA2B	gene
CAPN7	gene
NEUROG2	gene
ARHGAP33	gene
ST6GALNAC4	gene
RCOR2	gene
C5orf60	gene
TCAF2	gene
MROH6	gene
OPN3	gene
NPAS3	gene
SRD5A1	gene
ASB17	gene
ZNF621	gene
TUBA3E	gene
ORM2	gene
PHRF1	gene
EGOT	gene
NRK	gene
PLEKHH1	gene
HOXD10	gene
RESP18	gene
STK10	gene
VWA3B	gene
TMEFF2	gene
GPATCH2	gene
TMEM183B	gene
IFI27	gene
NPNT	gene
RAB40A	gene
IPO8	gene
RAET1G	gene
XPNPEP2	gene
BVES	gene
GSG1	gene
KCNJ3	gene
PLA2G2A	gene
CCDC191	gene
SYT11	gene
ATP9B	gene
BAIAP3	gene
CDK17	gene
TPMT	gene
NUDT16	gene
ANGPT1	gene
LEP	gene
FBN3	gene
GTF3A	gene
CYP11A1	gene
COMMD2	gene
EFHD1	gene
GULP1	gene
TTC24	gene
RAB26	gene
DCLK1	gene
OTOP3	gene
CNTD1	gene
C12orf73	gene
HSDL1	gene
FABP7	gene
HAND2-AS1	gene
INO80C	gene
DIRAS1	gene
CTSF	gene
RASGRF2	gene
ENO4	gene
ZNF10	gene
SLC5A11	gene
MSI1	gene
FMC1	gene
ABCA17P	gene
CD101	gene
MPG	gene
ARHGAP23	gene
CHRFAM7A	gene
SLC39A6	gene
DEFB124	gene
RHOT1	gene
GAL	gene
C15orf40	gene
RFPL2	gene
KIAA2026	gene
BHMT	gene
PCBP4	gene
CFAP100	gene
PACS1	gene
FGD3	gene
FER1L6-AS1	gene
HSP90B2P	gene
EID2B	gene
PFKFB4	gene
MSANTD3	gene
VSTM2A	gene
TAAR3P	gene
PHOSPHO2-KLHL23	gene
VTRNA1-3	gene
LINC01006	gene
IGSF1	gene
ETNPPL	gene
ANO10	gene
ENTPD1	gene
CDAN1	gene
STKLD1	gene
P3H4	gene
GTSF1L	gene
C11orf65	gene
ATMIN	gene
RNF216P1	gene
SNORD95	gene
SAG	gene
MSC	gene
CFAP157	gene
MAGEL2	gene
IRGC	gene
RAVER2	gene
MON1B	gene
ARMH1	gene
DRC1	gene
THSD1P1	gene
KBTBD13	gene
RNPEP	gene
CTH	gene
BCL2L12	gene
LRRC9	gene
MAFA	gene
ZNF358	gene
LHX9	gene
PPP2R3B	gene
ENTPD5	gene
EPS8L3	gene
KIR2DS1	gene
PADI2	gene
PRPS1L1	gene
FOCAD	gene
HLA-DMB	gene
HSPA4L	gene
SOWAHC	gene
DMAC1	gene
OCM	gene
CLCN1	gene
RP9P	gene
PRAMEF10	gene
P3H3	gene
C2orf83	gene
SHOC1	gene
ZNF584	gene
SMIM2	gene
GEMIN8	gene
ARAP2	gene
STRA6	gene
TSPAN10	gene
PIK3R5	gene
GIMAP2	gene
GPAT3	gene
PTGR1	gene
ALAS2	gene
TYW5	gene
HHIPL1	gene
TOB2	gene
MYH8	gene
STARD7	gene
C14orf93	gene
HPRT1	gene
DAZL	gene
SLC1A4	gene
ERFE	gene
FAM186B	gene
SPX	gene
TMEM185B	gene
RAMP2	gene
ZNF449	gene
ADCY1	gene
RMND5B	gene
RAB13	gene
NUDT15	gene
SRD5A3	gene
MBD6	gene
CRTC1	gene
GPR142	gene
RASGEF1B	gene
HFM1	gene
N4BP2	gene
ME1	gene
AP3M2	gene
HELB	gene
TSSK2	gene
LAMP5	gene
RIPOR3	gene
HM13	gene
RIMKLA	gene
ZCCHC9	gene
ADTRP	gene
FEV	gene
SLC5A2	gene
UGT3A2	gene
ZGRF1	gene
GDF6	gene
SYCP2	gene
HORMAD2	gene
CDH15	gene
FRAT2	gene
GLRA1	gene
RNF122	gene
C8orf82	gene
KIR3DL1	gene
DNAJC5B	gene
UBN2	gene
GSDMA	gene
DEFB104A	gene
PLCZ1	gene
STYXL1	gene
YIPF1	gene
SOX15	gene
GPR162	gene
TRIM64C	gene
MTERF2	gene
ARL16	gene
AQP8	gene
SPPL2C	gene
CRYGS	gene
MLLT11	gene
EMP2	gene
CHST6	gene
NFAM1	gene
SLC25A36	gene
MCCC2	gene
TRIM43	gene
ZNF710	gene
MCIDAS	gene
SASH3	gene
HLA-DOB	gene
GPA33	gene
DIP2B	gene
C19orf47	gene
ERI3	gene
RNASE13	gene
APOC2	gene
ANKRD36	gene
FGF19	gene
ZFP37	gene
ZNF385B	gene
PCYOX1L	gene
RPUSD4	gene
PTPDC1	gene
SHROOM2	gene
CRYBB3	gene
TMEM167A	gene
PLBD2	gene
TCTN3	gene
VPS13D	gene
GDF5OS	gene
ARHGEF35	gene
CNMD	gene
SLK	gene
PPIAL4A	gene
LINC00304	gene
NLRP2B	gene
NUDT8	gene
GALE	gene
SNHG29	gene
ACR	gene
KLK13	gene
HMGA2	gene
ICAM3	gene
AKR1A1	gene
MRGPRX1	gene
AP1AR	gene
KREMEN1	gene
GPX2	gene
ILDR2	gene
TRA	gene
KRTCAP3	gene
GMEB1	gene
OR4F16	gene
RNASEH2C	gene
PSG11	gene
SDSL	gene
SLC16A12	gene
PMS1	gene
SPATA2L	gene
CHMP7	gene
SYT9	gene
CORO7-PAM16	gene
FAM219B	gene
WDR38	gene
MAN2A2	gene
AMOTL1	gene
TLR6	gene
NPY1R	gene
PYY	gene
AOC2	gene
COX6C	gene
DEFA1B	gene
DCANP1	gene
C5orf38	gene
TRMT10B	gene
RSPO2	gene
IRX5	gene
ESPNL	gene
CYP27A1	gene
SNORD114-21	gene
SLC25A38	gene
LOC148709	gene
IRX2	gene
HELLS	gene
HOXA2	gene
COX18	gene
CMPK1	gene
VIPAS39	gene
UQCRFS1P1	gene
USP16	gene
LOC108281141	gene
KLHL17	gene
AZGP1	gene
PDE5A	gene
RAB24	gene
ZBTB8B	gene
ZC3HAV1L	gene
USH2A	gene
C15orf62	gene
TPH1	gene
CA2	gene
TNN	gene
PTPRH	gene
SEMA4B	gene
PARP12	gene
IL18R1	gene
PHOSPHO2	gene
PPM1L	gene
CAMTA2	gene
KCTD18	gene
BANF2	gene
CYSLTR1	gene
TECPR1	gene
PCSK2	gene
TMEM87A	gene
KALRN	gene
ZNF888	gene
TM9SF1	gene
SELENOW	gene
ZNF891	gene
FNBP4	gene
SFTA2	gene
SFTA3	gene
ADAM19	gene
TIGD3	gene
KRT32	gene
APOBR	gene
CSRNP2	gene
DNAH10	gene
PRPF38B	gene
PMP2	gene
ABCB5	gene
ETV3	gene
OSR2	gene
SNORA1	gene
TAPT1	gene
SLC10A3	gene
ZNF749	gene
DDC	gene
C11orf45	gene
MYLPF	gene
ZNF761	gene
TMEM35B	gene
GSTA2	gene
PCDHGA12	gene
CHURC1	gene
CALB2	gene
GALT	gene
APMAP	gene
HSD17B1	gene
TEX30	gene
GPR18	gene
MIR99B	gene
PAH	gene
FGF22	gene
NANOS2	gene
EGFL8	gene
LCMT1	gene
CD177	gene
SGMS2	gene
OTOR	gene
C20orf96	gene
GAGE12B	gene
INSYN2B	gene
SNORA48	gene
STOML3	gene
C12orf76	gene
FMO4	gene
STAG3L1	gene
KLF17	gene
BEST3	gene
TMEM190	gene
SLC18A3	gene
ZNF471	gene
CAGE1	gene
PCMTD1	gene
ADPRHL1	gene
FLRT3	gene
TMEM189	gene
ECE2	gene
RNF135	gene
PLAAT4	gene
HADH	gene
ZBED8	gene
ISLR2	gene
CLC	gene
NSUN5	gene
TSPAN18	gene
GCSAML	gene
JCAD	gene
C20orf27	gene
CST7	gene
GNL1	gene
KCNQ1OT1	gene
DNAJC4	gene
CPEB4	gene
DUSP26	gene
FIG4	gene
ARMC10	gene
UNC80	gene
B3GNT7	gene
IDH2	gene
RSPH3	gene
CREB3L4	gene
TBR1	gene
PLA2G4C	gene
PCP4L1	gene
HS3ST1	gene
CTBS	gene
SLC14A2	gene
SCAP	gene
KCNAB3	gene
ARL2BP	gene
TMUB1	gene
FGD5	gene
MYT1	gene
ANKRA2	gene
SOX21	gene
PRDM12	gene
NDUFAF8	gene
ZNF428	gene
DACT3	gene
CWC27	gene
BICC1	gene
LRRC18	gene
CACNG6	gene
PAPOLA	gene
ME2	gene
NXF2B	gene
DCAF8L2	gene
B3GAT1	gene
IMMP2L	gene
RSPO1	gene
UEVLD	gene
TANC2	gene
SHISA4	gene
KLF8	gene
MPIG6B	gene
CTD	gene
MTFMT	gene
ASCL5	gene
FHDC1	gene
CNTN4	gene
ZNF703	gene
XXYLT1	gene
HMGB3P1	gene
ZNF354B	gene
METTL7A	gene
ZNF783	gene
ADAMTS7	gene
SKINT1L	gene
SHISA3	gene
GLT1D1	gene
TPTE	gene
GLB1L	gene
ATP5MC3	gene
TMEM241	gene
TMCO6	gene
SAMD9	gene
SDHAF4	gene
ZNF665	gene
EXO5	gene
TIMM17B	gene
MIR208B	gene
RGL3	gene
RGPD3	gene
GLOD4	gene
TG	gene
ADH7	gene
SOX17	gene
GASK1A	gene
TREX2	gene
GPR78	gene
FJX1	gene
ANGPTL7	gene
FUNDC2P2	gene
ZNF85	gene
HTR3D	gene
RAB27B	gene
RDH5	gene
TEKT4P2	gene
FAM185A	gene
IGFBP2	gene
RIMBP2	gene
SERPINB6	gene
VEGFD	gene
SNORD33	gene
LRRC61	gene
NTPCR	gene
PHTF2	gene
NUDT4	gene
PTCHD3	gene
TTC39B	gene
HPGD	gene
ZNF766	gene
PKD1P1	gene
ALKBH5	gene
PAQR4	gene
ZNF155	gene
CERT1	gene
SCAPER	gene
FGF11	gene
CFAP70	gene
PRSS45P	gene
FGGY	gene
ANKRD54	gene
PTGIS	gene
MORC4	gene
NOL11	gene
RAP2C	gene
CST9	gene
EXTL2	gene
LENG9	gene
FOLR1	gene
ARMCX1	gene
CMTR2	gene
TEX36	gene
TMED7-TICAM2	gene
CLHC1	gene
ANXA13	gene
FAM92A	gene
LACTB	gene
TRMT61A	gene
CXXC4	gene
GJD4	gene
FAM81B	gene
MPL	gene
SCX	gene
ATPSCKMT	gene
CNDP1	gene
ADGRA1	gene
UGT1A10	gene
SLITRK3	gene
TBX5	gene
PNMA8A	gene
DCTPP1	gene
THAP10	gene
C16orf72	gene
SBNO1	gene
ADAM2	gene
CEP41	gene
NOX1	gene
SLC46A1	gene
ST8SIA3	gene
RSPO3	gene
DPY19L3	gene
ANKRD20A12P	gene
PAQR8	gene
SSX7	gene
KIAA0319	gene
MMUT	gene
TNFAIP2	gene
HGH1	gene
RABEPK	gene
GATM	gene
DCAF12L1	gene
PHF2	gene
SLC7A5P1	gene
CDH18	gene
PLCXD1	gene
S1PR3	gene
C1orf159	gene
NTF4	gene
CHRM1	gene
ZNF821	gene
NREP	gene
DMRTA2	gene
UPP2	gene
MTRR	gene
AQP4	gene
PCSK6	gene
ARSE	gene
PELO	gene
FAM218A	gene
BMP3	gene
HCN3	gene
METTL3	gene
ATRNL1	gene
KIAA1841	gene
MTHFD2	gene
CA6	gene
ZNF606	gene
ABCC12	gene
IL1F10	gene
TMEM135	gene
NHEJ1	gene
GSR	gene
AGPAT5	gene
SNORD55	gene
SLCO1A2	gene
METTL9	gene
ZNF229	gene
ETAA1	gene
FRMPD4	gene
C16orf54	gene
EPX	gene
MMP20	gene
CXXC5	gene
ARHGAP31	gene
SUMF2	gene
RIMS3	gene
ONECUT2	gene
ZFP3	gene
SUSD2	gene
C20orf141	gene
ERICH2	gene
TLCD3A	gene
RCBTB1	gene
EDDM3A	gene
GGT1	gene
GGT2	gene
CACTIN	gene
PEX11G	gene
WHAMM	gene
LINC00588	gene
B4GALT2	gene
CCDC149	gene
HCG11	gene
OTOS	gene
MRAP	gene
KCNC3	gene
FABP5P3	gene
DTYMK	gene
PAIP2	gene
CDH17	gene
WDSUB1	gene
CLBA1	gene
GLIPR1L2	gene
TIMP2	gene
MIR133B	gene
LRRC71	gene
TAFA2	gene
GDPD4	gene
CNTLN	gene
SC5D	gene
TBC1D19	gene
KCNJ10	gene
FUT2	gene
PCLO	gene
ROMO1	gene
GPR3	gene
AVEN	gene
FLJ16779	gene
FAM71E1	gene
ACOX2	gene
F12	gene
ZNF107	gene
GPR45	gene
FNIP2	gene
RPL39	gene
C17orf49	gene
SNORD31	gene
MELTF	gene
LY6G6F	gene
POLD4	gene
CPED1	gene
CLEC18A	gene
RIOK3	gene
PENK	gene
ESD	gene
DSCAM	gene
LNP1	gene
FAM86B3P	gene
RNF207	gene
PA2G4P4	gene
LOC652276	gene
SNORD83B	gene
ZNF468	gene
SFI1	gene
CRYBB2P1	gene
LRRFIP1	gene
SYN3	gene
BARX2	gene
PIGY	gene
NEUROD4	gene
TMEM151A	gene
GSTA5	gene
ZBTB34	gene
PRRC1	gene
CDKN2A-DT	gene
SH2D3A	gene
ZNF253	gene
TIMM21	gene
SDR39U1	gene
B3GNT5	gene
NYAP2	gene
GIMAP8	gene
UBE3D	gene
CHCHD5	gene
MCHR1	gene
PMCH	gene
PDZD7	gene
LPIN1	gene
OR2AG1	gene
LYRM1	gene
CERS6	gene
NRL	gene
LINC01667	gene
CT45A3	gene
HEATR9	gene
ATG4C	gene
ABO	gene
LTO1	gene
PLEKHG7	gene
RRNAD1	gene
WASHC2A	gene
TMEM270	gene
MT1L	gene
TAC3	gene
C9orf139	gene
LINS1	gene
AREG	gene
KIAA1324L	gene
GSTM4	gene
ARMC5	gene
PUS3	gene
CAPN10	gene
C5orf15	gene
CILP	gene
ZNF277	gene
LHB	gene
CCDC126	gene
SLC25A53	gene
GSTT2B	gene
ABCB7	gene
SNORD50A	gene
AGXT2	gene
GZMH	gene
ADCK2	gene
CHST14	gene
ASTL	gene
PRR36	gene
SLC6A9	gene
PRKX	gene
ESYT3	gene
SNHG11	gene
COL5A3	gene
VCY	gene
ADAMTS6	gene
PCNX2	gene
SWT1	gene
C14orf178	gene
HSD3B1	gene
ACYP1	gene
GDI2P1	gene
ZNF500	gene
SNX15	gene
PERP	gene
HAPLN1	gene
OCEL1	gene
SNX13	gene
DRD5	gene
SEC14L5	gene
MIR16-2	gene
LOC107987462	gene
GRAMD4	gene
SMIM12	gene
SNORD116-4	gene
AVL9	gene
SDR9C7	gene
ZNF705B	gene
GPR137	gene
SLC8A1	gene
NPIPB3	gene
FAM187B	gene
ABCA7	gene
GUCA1B	gene
SLCO2B1	gene
ARHGEF3	gene
FRMPD1	gene
COX8A	gene
CLDN20	gene
SNORA67	gene
DGKG	gene
TRH	gene
ABCG8	gene
SLC36A3	gene
COA6	gene
FAM53B	gene
MESTIT1	gene
MGARP	gene
USP29	gene
PRM1	gene
TDRD9	gene
IFNA17	gene
C20orf202	gene
VGLL4	gene
COQ5	gene
S100A7L2	gene
C1QTNF1	gene
CYP4V2	gene
OST4	gene
NSDHL	gene
AFMID	gene
GUSBP3	gene
OVOL2	gene
CXorf51A	gene
PEX1	gene
CHST1	gene
WNT1	gene
SPOCD1	gene
C8orf76	gene
KCNH8	gene
GJA3	gene
OR5F1	gene
CCDC175	gene
NKX2-6	gene
LINC01541	gene
LYPLA1	gene
COL26A1	gene
PRDM8	gene
VSTM2B	gene
DCAF8L1	gene
RP1	gene
FILIP1	gene
GALNT5	gene
SNORD32A	gene
FAM110B	gene
PTPN18	gene
HYAL4	gene
IGL	gene
ENOX1	gene
CHST15	gene
GNG8	gene
CBLL1	gene
GPM6B	gene
NPL	gene
TAS1R3	gene
DMTF1	gene
CD300LF	gene
MLIP	gene
CITED4	gene
NR6A1	gene
SPEM1	gene
FAM83G	gene
TKTL1	gene
KCTD11	gene
CD99	gene
ZNF879	gene
ADORA1	gene
SHLD3	gene
UGGT2	gene
TTC22	gene
ZFHX4	gene
ENTHD1	gene
CACNA1D	gene
CAPG	gene
GAS1	gene
GHDC	gene
INSRR	gene
ADGRB2	gene
ZNF45	gene
FAM20A	gene
SMIM11A	gene
MT1HL1	gene
CFAP46	gene
ABTB2	gene
SPATA13	gene
UNCX	gene
LHPP	gene
FCMR	gene
DBNDD1	gene
TMPRSS11A	gene
ZCCHC24	gene
AQP7	gene
ZC3H12D	gene
KLRD1	gene
FOLH1	gene
TC2N	gene
ZDHHC4	gene
NEIL2	gene
MUC2	gene
NRXN2	gene
TEX101	gene
PIPSL	gene
GRIN2D	gene
THUMPD2	gene
ARMC2	gene
RTN4RL1	gene
FMN1	gene
NODAL	gene
MXD4	gene
ZNF226	gene
CCKBR	gene
CACNG4	gene
SERHL	gene
N6AMT1	gene
SLC26A1	gene
PDSS1	gene
LOC441666	gene
CD80	gene
LOC148696	gene
MFNG	gene
IGDCC4	gene
ZBTB45	gene
OTOL1	gene
SH3BGRL	gene
BCL11B	gene
IFITM1	gene
MAN2A1	gene
NXF5	gene
TMEM17	gene
FAM43A	gene
IL37	gene
FOXJ3	gene
OSBPL11	gene
ABCA5	gene
KLHL24	gene
LRRC32	gene
LINC00520	gene
WNT8A	gene
REX1BD	gene
CLTRN	gene
CTSW	gene
MFAP4	gene
RGS6	gene
KCNH6	gene
LIPJ	gene
GANC	gene
PGGT1B	gene
QPCTL	gene
ANKRD39	gene
SFRP1	gene
CT45A5	gene
JMJD7-PLA2G4B	gene
LGTN	gene
CDRT15	gene
OSGIN2	gene
PPP1R26	gene
ESRP2	gene
SMDT1	gene
BSX	gene
CLPSL1	gene
PAGE4	gene
CDNF	gene
FERMT1	gene
BAGE	gene
ARHGAP42	gene
OTOF	gene
C2orf27B	gene
ARHGAP27	gene
HCAR2	gene
ZNF514	gene
ZNF557	gene
GDPD2	gene
ZNF383	gene
MTCP1	gene
DMKN	gene
SLC44A2	gene
SLC26A9	gene
OR10G4	gene
LIPF	gene
LRRC4B	gene
KIN	gene
DHRS3	gene
LMF1	gene
BICDL2	gene
ZWILCH	gene
OLIG2	gene
GNG7	gene
DPEP2NB	gene
PLEKHG5	gene
DYNLRB2	gene
SLC17A8	gene
QRFPR	gene
HIGD2B	gene
SPANXC	gene
HJV	gene
OPN1SW	gene
FAM183A	gene
PIPOX	gene
NKX2-3	gene
TERB2	gene
TERB1	gene
TRIM36	gene
TSPAN13	gene
MIR95	gene
FIGN	gene
LINC00309	gene
TRIM77	gene
DNASE1L2	gene
OMD	gene
LOC344967	gene
SHLD1	gene
TMEM74B	gene
TRMT11	gene
SCN4B	gene
SNPH	gene
MAGI3	gene
ZNF366	gene
ZNF628	gene
TCHH	gene
FMNL2	gene
MAG	gene
CMBL	gene
GSDMB	gene
ANXA10	gene
C3orf38	gene
REEP1	gene
GPATCH3	gene
FOXN4	gene
ZNF787	gene
CCDC150	gene
TRIM34	gene
ZNF485	gene
PRELID1	gene
ZNF133	gene
SLC25A22	gene
SLC6A1	gene
SAMD3	gene
CASP4	gene
ZNF30	gene
THNSL2	gene
LOC391322	gene
KRTAP19-4	gene
AVPR1A	gene
PPP1R2B	gene
C1orf105	gene
PYGO1	gene
ARRDC1-AS1	gene
SPRED3	gene
SLCO1B1	gene
TMC8	gene
FCRL1	gene
MIR203A	gene
LTBP3	gene
ZNF271P	gene
METRN	gene
RAD9B	gene
C7orf57	gene
CHPF	gene
ARMH4	gene
ADCY5	gene
FLVCR2	gene
ADCY9	gene
LINC00173	gene
RAET1L	gene
APOF	gene
ITIH4	gene
SYT3	gene
MYL5	gene
KLRA1P	gene
DUSP15	gene
PDLIM2	gene
DCST2	gene
SLC48A1	gene
F2RL3	gene
CDK5R2	gene
DLEC1	gene
TMSB4XP2	gene
SLC9A4	gene
LRRC14	gene
UMOD	gene
SH3BGR	gene
C1orf220	gene
RABL2B	gene
PSD4	gene
NKX2-8	gene
EYA3	gene
C8orf48	gene
HELQ	gene
ZNF585B	gene
KNDC1	gene
PAPPA	gene
TP53I13	gene
DRC7	gene
SCN1A	gene
G0S2	gene
LYPLA2	gene
DGCR2	gene
BHMT2	gene
DCXR	gene
C17orf99	gene
HOXB8	gene
PCDHGA7	gene
TNFSF13	gene
GPR160	gene
GFRA1	gene
FZD8	gene
PRNT	gene
MIR372	gene
APEH	gene
FAM24A	gene
GDAP2	gene
ZNF280D	gene
TLR7	gene
R3HDML	gene
SHISA5	gene
CLYBL	gene
MAFIP	gene
C6orf118	gene
CA13	gene
AADACL4	gene
LOC284788	gene
LINC00636	gene
ZNF175	gene
TPI1P2	gene
GLRA4	gene
OPLAH	gene
OR2K2	gene
GGT5	gene
CLIP2	gene
C6orf201	gene
MXRA8	gene
ZNF300	gene
GALR1	gene
POTED	gene
LOC112267931	gene
SLC36A4	gene
LTK	gene
CASKIN1	gene
VCX	gene
ZFAND2A	gene
ANKRD13C	gene
CALHM3	gene
VN1R1	gene
CASTOR1	gene
ZNF234	gene
GPR148	gene
GBA3	gene
DEFA3	gene
ZNF649	gene
TMEM200A	gene
TMEM154	gene
TUB	gene
ABCA11P	gene
HAMP	gene
TRMT9B	gene
PTPRB	gene
RFK	gene
ABCC6	gene
ZNF548	gene
TMCC3	gene
HCRT	gene
POPDC2	gene
TMEM164	gene
LSMEM1	gene
ZNF285	gene
DENND11	gene
TMPRSS6	gene
CPZ	gene
RNASE6	gene
C20orf204	gene
COA4	gene
RBM43	gene
SLCO2A1	gene
CAPN5	gene
DTHD1	gene
TRAV29DV5	gene
HOXA6	gene
MIR200C	gene
