symptom1,symptom2,Similarity
C0023530,S71,0.771
C0023530,S73,0.786
C0023530,S75,0.747
C0023530,S80,0.704
C0023530,S86,0.767
C0023530,S87,0.785
C0023530,S88,0.786
C0023530,S90,0.765
C0023530,S95,0.768
C0023530,S96,0.77
C0023530,S98,0.784
C0002103,C0035455,0.917
C0002103,C0009806,0.737
C0002103,C0011991,0.768
C0002103,C0021359,0.74
C0002103,C0014335,0.826
C0002103,C0003113,0.757
C0002103,C0026821,0.76
C0002103,C0036572,0.699
C0002103,C0011570,0.782
C0002103,C0001925,0.825
C0002103,C0033687,0.772
C0002103,C0020615,0.727
C0002103,C0032914,0.817
C0002103,C0338591,0.792
C0002103,C0700590,0.772
C0002103,C0019572,0.752
C0002103,C0006625,0.785
C0002103,C0027498,0.777
C0002103,C0018777,0.734
C0002103,C0015967,0.788
C0002103,C3552463,0.734
C0002103,C0023014,0.725
C0002103,C0015672,0.765
C0002103,C0271215,0.739
C0002103,C0028754,0.712
C0002103,C0028756,0.792
C0002103,C3203358,0.737
C0002103,C0031154,0.854
C0002103,C0000737,0.774
C0002103,C0086565,0.792
C0002103,C0019214,0.77
C0002103,C0235153,0.785
C0002103,C0018784,0.724
C0002103,C0020455,0.754
C0002103,C0020438,0.73
C0002103,C0020538,0.774
C0002103,C0751837,0.738
C0002103,C0009460,0.776
C0002103,C0151825,0.78
C0002103,C0162298,0.742
C0002103,C0086437,0.743
C0002103,C0003862,0.796
C0002103,C0152031,0.797
C0002103,C0035229,0.789
C0002103,C0231835,0.664
C0002103,C0013404,0.773
C0002103,C0476273,0.732
C0002103,C1145670,0.789
C0002103,C0009421,0.753
C0002103,C0026838,0.734
C0002103,C0026846,0.769
C0002103,C0151786,0.739
C0002103,C0015644,0.735
C0002103,C0026826,0.731
C0002103,C0013421,0.722
C0002103,C0027066,0.748
C0002103,C0542476,0.785
C0002103,C0751295,0.785
C0002103,C0002622,0.817
C0002103,C0234979,0.739
C0002103,C1838869,0.727
C0002103,C0003537,0.779
C0002103,C0917816,0.691
C0002103,C0221263,0.752
C0002103,C0010200,0.803
C0002103,C0178417,0.752
C0002103,C0231807,0.768
C0002103,C0162674,0.758
C0002103,C0427055,0.745
C0002103,C0476254,0.771
C0002103,C1963137,0.778
C0002103,C0231791,0.721
C0002103,C0005779,0.806
C0002103,C0042963,0.747
C0002103,C0237326,0.737
C0002103,C0016382,0.782
C0002103,C0151908,0.752
C0002103,C0085636,0.768
C0002103,C0022346,0.739
C0002103,C0033774,0.787
C0002103,C0034150,0.826
C0002103,C0015230,0.788
C0002103,C0155320,0.656
C0002103,C0018989,0.811
C0002103,C0022116,0.78
C0002103,C0018780,0.723
C0002103,C0032285,0.874
C0002103,C0026837,0.761
C0002103,C0427190,0.719
C0002103,C0152200,0.683
C0002103,C0231528,0.79
C0002103,C0746674,0.756
C0002103,C0240735,0.766
C0002103,C3668816,0.84
C0002103,C0002418,0.748
C0002103,C0009398,0.732
C0002103,C0700078,0.731
C0002103,C0270948,0.74
C0002103,C0035078,0.787
C0002103,C1963154,0.79
C0002103,C0019825,0.753
C0002103,C0456909,0.74
C0002103,C0003635,0.792
C0002103,C0013595,0.86
C0002103,C0042798,0.734
C0002103,C0023380,0.73
C0002103,C0234144,0.765
C0002103,C0013604,0.804
C0002103,C0037315,0.825
C0002103,C0037317,0.759
C0002103,C0851578,0.783
C0002103,C0241210,0.73
C0002103,C0020305,0.683
C0002103,C0398650,0.803
C0002103,C1262477,0.778
C0002103,C0043094,0.767
C0002103,C1384666,0.732
C0002103,C1691779,0.722
C0002103,C0030193,0.777
C0002103,C0020429,0.809
C0002103,C1860844,0.741
C0002103,C0018681,0.782
C0002103,C0012833,0.784
C0002103,C0206160,0.745
C0002103,C0033377,0.733
C0002103,C4020887,0.768
C0002103,C0018834,0.757
C0002103,C0008489,0.732
C0002103,C0006271,0.896
C0002103,C0030486,0.704
C0002103,C1836296,0.76
C0002103,C0032617,0.75
C0002103,C0042024,0.762
C0002103,C0007758,0.713
C0002103,C0014118,0.854
C0035455,S163,0.781
C0035455,S169,0.841
C0035455,S17,0.792
C0035455,S170,0.79
C0035455,S172,0.783
C0035455,S177,0.749
C0035455,S182,0.771
C0035455,S183,0.779
C0035455,S185,0.807
C0035455,S189,0.77
C0035455,S190,0.805
C0035455,S192,0.773
C0035455,S20,0.805
C0035455,S200,0.812
C0035455,S21,0.775
C0035455,S213,0.757
C0035455,S214,0.793
C0035455,S215,0.765
C0035455,S216,0.761
C0035455,S217,0.754
C0035455,S22,0.789
C0035455,S221,0.777
C0035455,S234,0.763
C0035455,S244,0.753
C0035455,S246,0.718
C0035455,S25,0.811
C0035455,S252,0.781
C0035455,S260,0.799
C0035455,S27,0.788
C0035455,S273,0.772
C0035455,S279,0.776
C0035455,S282,0.787
C0035455,S286,0.73
C0035455,S291,0.802
C0035455,S294,0.772
C0035455,S297,0.797
C0035455,S299,0.777
C0035455,S30,0.781
C0035455,S300,0.794
C0035455,S306,0.809
C0035455,S309,0.695
C0035455,S313,0.812
C0035455,S314,0.744
C0035455,S318,0.875
C0035455,S321,0.79
C0035455,S325,0.753
C0035455,S327,0.708
C0035455,S33,0.805
C0035455,S330,0.79
C0035455,S333,0.853
C0035455,S334,0.768
C0035455,S335,0.761
C0035455,S343,0.762
C0035455,S345,0.83
C0035455,S346,0.765
C0035455,S349,0.803
C0035455,S350,0.804
C0035455,S355,0.769
C0035455,S358,0.766
C0035455,S359,0.821
C0035455,S360,0.848
C0035455,S363,0.791
C0035455,S368,0.823
C0035455,S375,0.732
C0035455,S38,0.771
C0035455,S380,0.805
C0035455,S387,0.755
C0035455,S388,0.744
C0035455,S389,0.646
C0035455,S39,0.787
C0035455,S397,0.812
C0035455,S398,0.831
C0035455,S404,0.763
C0035455,S408,0.766
C0035455,S410,0.752
C0035455,S411,0.794
C0035455,S418,0.757
C0035455,S42,0.792
C0035455,S420,0.884
C0035455,S422,0.716
C0035455,S428,0.745
C0035455,S430,0.701
C0035455,S431,0.724
C0035455,S437,0.84
C0035455,S44,0.816
C0035455,S443,0.77
C0035455,S444,0.762
C0035455,S445,0.803
C0035455,S446,0.767
C0035455,S447,0.849
C0035455,S449,0.812
C0035455,S456,0.765
C0035455,S462,0.869
C0035455,S463,0.783
C0035455,S464,0.759
C0035455,S466,0.752
C0035455,S475,0.695
C0035455,S476,0.695
C0035455,S477,0.695
C0035455,S478,0.728
C0035455,C0023380,0.753
C0035455,C0234144,0.791
C0035455,C0013604,0.818
C0035455,C0037315,0.823
C0035455,C0037317,0.775
C0035455,C0851578,0.798
C0035455,C0241210,0.758
C0035455,C0020305,0.732
C0035455,C0398650,0.805
C0035455,C1262477,0.802
C0035455,C0043094,0.788
C0035455,C1384666,0.755
C0035455,C1691779,0.744
C0035455,C0030193,0.812
C0035455,C0020429,0.831
C0035455,C1860844,0.763
C0035455,C0018681,0.798
C0035455,C0012833,0.813
C0035455,C0206160,0.766
C0035455,C0033377,0.752
C0035455,C4020887,0.794
C0035455,C0018834,0.794
C0035455,C0008489,0.757
C0035455,C0006271,0.884
C0035455,C0030486,0.716
C0035455,C1836296,0.781
C0035455,C0032617,0.782
C0035455,C0042024,0.782
C0035455,C0007758,0.745
C0035455,C0014118,0.84
C0035455,C0008031,0.805
C0035455,C2364082,0.77
C0035455,C0003126,0.762
C0035455,C0023186,0.803
C0035455,C0751265,0.767
C0035455,C0042384,0.849
C0035455,C0040034,0.812
C0035455,C0231712,0.765
C0035455,C0021368,0.869
C0035455,C0030232,0.783
C0035455,C0029089,0.759
C0035455,C0005745,0.752
C0035455,C0003123,0.826
C0035455,C0271097,0.695
C0035455,C2931205,0.695
C0035455,C1568248,0.695
C0035455,C1568249,0.728
C0035455,C0699731,0.76
C0035455,C0086132,0.79
C0035455,C0020505,0.804
C0035455,C0013491,0.791
C0035455,C0023012,0.758
C0035455,C0023015,0.808
C0035455,C0973461,0.792
C0035455,C0233565,0.79
C0035455,C0039070,0.759
C0035455,C0040822,0.775
C0035455,C0234376,0.758
C0035455,C0003578,0.772
C0035455,C3714756,0.715
C0035455,C0020796,0.77
C0035455,C0018776,0.748
C0035455,C0042571,0.813
C0035455,C0234133,0.755
C0035455,C0234132,0.746
C0035455,C0234378,0.745
C0035455,S02,0.804
C0035455,S06,0.778
C0035455,S07,0.792
C0035455,S08,0.792
C0035455,S102,0.791
C0035455,S103,0.758
C0035455,S104,0.826
C0035455,S106,0.802
C0035455,S109,0.773
C0035455,S111,0.782
C0035455,S112,0.77
C0035455,S114,0.759
C0035455,S115,0.758
C0035455,S116,0.809
C0035455,S119,0.789
C0035455,S120,0.917
C0035455,S121,1.0
C0035455,S125,0.776
C0035455,S128,0.824
C0035455,S137,0.818
C0035455,S138,0.785
C0035455,S14,0.793
C0035455,S142,0.758
C0035455,S144,0.819
C0035455,S145,0.806
C0035455,S147,0.79
C0035455,S148,0.799
C0035455,S15,0.782
C0035455,S150,0.763
C0035455,S155,0.76
C0035455,S158,0.75
C0035455,S159,0.769
C0035455,S161,0.74
C0035455,S162,0.801
C0002103,C0008031,0.794
C0002103,C2364082,0.751
C0002103,C0003126,0.746
C0002103,C0023186,0.772
C0002103,C0751265,0.743
C0002103,C0042384,0.866
C0002103,C0040034,0.792
C0002103,C0231712,0.763
C0002103,C0021368,0.889
C0002103,C0030232,0.768
C0002103,C0029089,0.724
C0002103,C0005745,0.733
C0002103,C0003123,0.815
C0002103,C0271097,0.673
C0002103,C2931205,0.673
C0002103,C1568248,0.673
C0002103,C1568249,0.696
C0002103,C0699731,0.736
C0002103,C0086132,0.786
C0002103,C0020505,0.777
C0002103,C0013491,0.776
C0002103,C0023012,0.73
C0002103,C0023015,0.772
C0002103,C0973461,0.77
C0002103,C0233565,0.765
C0002103,C0039070,0.725
C0002103,C0040822,0.739
C0002103,C0234376,0.73
C0002103,C0003578,0.75
C0002103,C3714756,0.687
C0002103,C0020796,0.738
C0002103,C0018776,0.726
C0002103,C0042571,0.784
C0002103,C0234133,0.744
C0002103,C0234132,0.726
C0002103,C0234378,0.727
C0002103,S02,0.792
C0002103,S06,0.737
C0002103,S07,0.768
C0002103,S08,0.77
C0002103,S102,0.761
C0002103,S103,0.73
C0002103,S104,0.815
C0002103,S106,0.78
C0002103,S109,0.744
C0002103,S111,0.759
C0002103,S112,0.757
C0002103,S114,0.726
C0002103,S115,0.751
C0002103,S116,0.801
C0002103,S119,0.785
C0002103,S120,1.0
C0002103,S121,0.917
C0002103,S125,0.74
C0002103,S128,0.826
C0002103,S137,0.825
C0002103,S138,0.772
C0002103,S14,0.772
C0002103,S142,0.727
C0002103,S144,0.817
C0002103,S145,0.792
C0002103,S147,0.752
C0002103,S148,0.785
C0002103,S15,0.75
C0002103,S150,0.734
C0002103,S155,0.734
C0002103,S158,0.725
C0002103,S159,0.739
C0002103,S161,0.712
C0002103,S162,0.792
C0002103,S163,0.737
C0002103,S169,0.854
C0002103,S17,0.776
C0002103,S170,0.792
C0002103,S172,0.77
C0002103,S177,0.724
C0002103,S182,0.754
C0002103,S183,0.73
C0002103,S185,0.774
C0002103,S189,0.738
C0002103,S190,0.777
C0002103,S192,0.743
C0002103,S20,0.787
C0002103,S200,0.789
C0002103,S21,0.755
C0002103,S213,0.734
C0002103,S214,0.769
C0002103,S215,0.739
C0002103,S216,0.731
C0002103,S217,0.722
C0002103,S22,0.767
C0002103,S221,0.784
C0002103,S234,0.739
C0002103,S244,0.727
C0002103,S246,0.691
C0002103,S25,0.79
C0002103,S252,0.752
C0002103,S260,0.752
C0002103,S27,0.771
C0002103,S273,0.758
C0035455,C0003113,0.78
C0035455,C0026821,0.787
C0035455,C0036572,0.724
C0035455,C0011570,0.818
C0035455,C0001925,0.818
C0035455,C0033687,0.785
C0035455,C0020615,0.758
C0035455,C0032914,0.819
C0035455,C0338591,0.806
C0035455,C0700590,0.793
C0035455,C0019572,0.79
C0035455,C0006625,0.799
C0035455,C0027498,0.793
C0035455,C0018777,0.763
C0035455,C0015967,0.806
C0035455,C3552463,0.76
C0035455,C0023014,0.75
C0035455,C0015672,0.783
C0035455,C0271215,0.769
C0035455,C0028754,0.74
C0035455,C0028756,0.801
C0035455,C3203358,0.781
C0035455,C0031154,0.841
C0035455,C0000737,0.791
C0035455,C0086565,0.79
C0035455,C0019214,0.783
C0035455,C0235153,0.788
C0035455,C0018784,0.749
C0035455,C0020455,0.771
C0035455,C0020438,0.779
C0035455,C0020538,0.807
C0035455,C0751837,0.77
C0035455,C0009460,0.805
C0035455,C0151825,0.785
C0035455,C0162298,0.766
C0035455,C0086437,0.773
C0035455,C0003862,0.803
C0035455,C0152031,0.805
C0035455,C0035229,0.812
C0035455,C0231835,0.692
C0035455,C0013404,0.797
C0035455,C0476273,0.758
C0035455,C1145670,0.812
C0035455,C0009421,0.782
C0035455,C0026838,0.757
C0035455,C0026846,0.793
C0035455,C0151786,0.765
C0035455,C0015644,0.768
C0035455,C0026826,0.761
C0035455,C0013421,0.754
C0035455,C0027066,0.779
C0035455,C0542476,0.803
C0035455,C0751295,0.803
C0035455,C0002622,0.84
C0035455,C0234979,0.763
C0035455,C1838869,0.753
C0035455,C0003537,0.801
C0035455,C0917816,0.718
C0035455,C0221263,0.781
C0035455,C0010200,0.811
C0035455,C0178417,0.799
C0035455,C0231807,0.781
C0035455,C0162674,0.772
C0035455,C0427055,0.776
C0035455,C0476254,0.79
C0035455,C1963137,0.787
C0035455,C0231791,0.73
C0035455,C0005779,0.802
C0035455,C0042963,0.771
C0035455,C0237326,0.772
C0035455,C0016382,0.797
C0035455,C0151908,0.777
C0035455,C0085636,0.794
C0035455,C0022346,0.767
C0035455,C0033774,0.803
C0035455,C0034150,0.823
C0035455,C0015230,0.809
C0035455,C0155320,0.695
C0035455,C0018989,0.813
C0035455,C0022116,0.812
C0035455,C0018780,0.744
C0035455,C0032285,0.875
C0035455,C0026837,0.79
C0035455,C0427190,0.753
C0035455,C0152200,0.708
C0035455,C0231528,0.792
C0035455,C0746674,0.783
C0035455,C0240735,0.79
C0035455,C3668816,0.853
C0035455,C0002418,0.768
C0035455,C0009398,0.761
C0035455,C0700078,0.762
C0035455,C0270948,0.765
C0035455,C0035078,0.803
C0035455,C1963154,0.804
C0035455,C0019825,0.775
C0035455,C0456909,0.769
C0035455,C0003635,0.821
C0035455,C0013595,0.848
C0035455,C0042798,0.763
C0003113,C1963137,0.828
C0003113,C0231791,0.773
C0003113,C0005779,0.753
C0003113,C0042963,0.779
C0003113,C0237326,0.799
C0003113,C0016382,0.794
C0003113,C0151908,0.794
C0003113,C0085636,0.815
C0003113,C0022346,0.769
C0003113,C0033774,0.78
C0003113,C0034150,0.8
C0003113,C0015230,0.808
C0003113,C0155320,0.711
C0003113,C0018989,0.803
C0003113,C0022116,0.818
C0003113,C0018780,0.777
C0003113,C0032285,0.781
C0003113,C0026837,0.832
C0003113,C0427190,0.774
C0003113,C0152200,0.72
C0003113,C0231528,0.805
C0003113,C0746674,0.849
C0003113,C0240735,0.89
C0003113,C3668816,0.758
C0003113,C0002418,0.804
C0003113,C0009398,0.765
C0003113,C0700078,0.82
C0003113,C0270948,0.819
C0003113,C0035078,0.803
C0003113,C1963154,0.801
C0003113,C0019825,0.795
C0003113,C0456909,0.809
C0003113,C0003635,0.843
C0003113,C0013595,0.768
C0003113,C0042798,0.801
C0003113,C0023380,0.752
C0003113,C0234144,0.888
C0003113,C0013604,0.8
C0003113,C0037315,0.787
C0003113,C0037317,0.803
C0003113,C0851578,0.773
C0003113,C0241210,0.796
C0003113,C0020305,0.754
C0003113,C0398650,0.779
C0003113,C1262477,0.806
C0003113,C0043094,0.796
C0003113,C1384666,0.786
C0003113,C1691779,0.774
C0003113,C0030193,0.817
C0003113,C0020429,0.798
C0003113,C1860844,0.806
C0003113,C0018681,0.813
C0003113,C0012833,0.808
C0003113,C0206160,0.761
C0003113,C0033377,0.797
C0003113,C4020887,0.815
C0003113,C0018834,0.815
C0003113,C0008489,0.788
C0003113,C0006271,0.763
C0003113,C0030486,0.74
C0003113,C1836296,0.803
C0003113,C0032617,0.746
C0003113,C0042024,0.826
C0003113,C0007758,0.783
C0003113,C0014118,0.766
C0003113,C0008031,0.811
C0003113,C2364082,0.785
C0003113,C0003126,0.782
C0003113,C0023186,0.839
C0003113,C0751265,0.822
C0003113,C0042384,0.775
C0003113,C0040034,0.802
C0003113,C0231712,0.815
C0003113,C0021368,0.789
C0003113,C0030232,0.767
C0003113,C0029089,0.804
C0003113,C0005745,0.797
C0003113,C0003123,0.79
C0003113,C0271097,0.711
C0003113,C2931205,0.711
C0003113,C1568248,0.711
C0003113,C1568249,0.771
C0003113,C0699731,0.791
C0003113,C0086132,0.799
C0003113,C0020505,0.837
C0003113,C0013491,0.805
C0003113,C0023012,0.796
C0003113,C0023015,0.878
C0003113,C0973461,0.87
C0003113,C0233565,0.838
C0003113,C0039070,0.807
C0003113,C0040822,0.808
C0003113,C0234376,0.79
C0003113,C0003578,0.79
C0003113,C3714756,0.752
C0003113,C0020796,0.805
C0003113,C0018776,0.777
C0003113,C0042571,0.808
C0003113,C0234133,0.829
C0003113,C0234132,0.792
C0003113,C0234378,0.758
C0003113,S02,0.807
C0003113,S06,0.792
C0003113,S07,0.774
C0003113,S08,0.81
C0003113,S102,0.851
C0003113,S103,0.796
C0003113,S104,0.79
C0003113,S106,0.799
C0003113,S109,0.785
C0003113,S111,0.811
C0003113,S112,0.795
C0003113,S114,0.805
C0003113,S115,0.749
C0003113,S116,0.771
C0003113,S119,0.677
C0003113,S120,0.757
C0003113,S121,0.78
C0003113,S125,0.746
C0003113,S128,0.782
C0003113,S137,0.789
C0003113,S138,0.801
C0003113,S14,0.798
C0003113,S142,0.745
C0003113,S144,0.79
C0003113,S145,0.817
C0003113,S147,0.817
C0003113,S148,0.811
C0003113,S15,0.746
C0003113,S150,0.8
C0003113,S155,0.796
C0003113,S158,0.758
C0003113,S159,0.809
C0003113,S161,0.755
C0003113,S162,0.754
C0003113,S163,0.794
C0003113,S169,0.776
C0003113,S17,0.797
C0003113,S170,0.766
C0003113,S172,0.757
C0003113,S177,0.789
C0003113,S182,0.78
C0003113,S183,0.777
C0003113,S185,0.796
C0003113,S189,0.802
C0003113,S190,0.871
C0003113,S192,0.816
C0003113,S20,0.793
C0003113,S200,0.812
C0003113,S21,0.813
C0003113,S213,0.804
C0003113,S214,0.825
C0003113,S215,0.798
C0003113,S216,0.791
C0003113,S217,0.809
C0003113,S22,0.856
C0003113,S221,0.734
C0003113,S234,0.794
C0003113,S244,0.839
C0003113,S246,0.757
C0003113,S25,0.803
C0003113,S252,0.808
C0003113,S260,0.776
C0003113,S27,0.796
C0003113,S273,0.784
C0003113,S279,0.827
C0003113,S282,0.828
C0003113,S286,0.773
C0003113,S291,0.753
C0003113,S294,0.799
C0003113,S297,0.794
C0003113,S299,0.794
C0003113,S30,0.821
C0003113,S300,0.815
C0003113,S306,0.808
C0003113,S309,0.711
C0003113,S313,0.818
C0003113,S314,0.777
C0003113,S318,0.781
C0003113,S321,0.832
C0003113,S325,0.774
C0003113,S327,0.72
C0003113,S33,0.768
C0003113,S330,0.89
C0003113,S333,0.758
C0003113,S334,0.804
C0003113,S335,0.765
C0003113,S343,0.82
C0003113,S345,0.766
C0003113,S346,0.819
C0003113,S349,0.803
C0003113,S350,0.801
C0003113,S355,0.809
C0003113,S358,0.87
C0003113,S359,0.843
C0003113,S360,0.768
C0003113,S363,0.888
C0003113,S368,0.787
C0003113,S375,0.754
C0003113,S38,0.802
C0014335,S449,0.794
C0014335,S456,0.78
C0014335,S462,0.886
C0014335,S463,0.8
C0014335,S464,0.766
C0014335,S466,0.753
C0014335,S475,0.682
C0014335,S476,0.682
C0014335,S477,0.682
C0014335,S478,0.726
C0014335,S479,0.786
C0014335,S48,0.824
C0014335,S483,0.804
C0014335,S497,0.785
C0014335,S498,0.74
C0014335,S499,0.763
C0014335,S500,0.74
C0014335,S501,0.814
C0014335,S502,0.747
C0014335,S503,0.732
C0014335,S62,0.801
C0014335,S64,0.806
C0014335,S65,0.82
C0014335,S66,0.852
C0014335,S69,0.748
C0014335,S71,0.797
C0014335,S73,0.764
C0014335,S75,0.785
C0014335,S80,0.747
C0014335,S86,0.818
C0014335,S87,0.819
C0014335,S88,0.816
C0014335,S90,0.788
C0014335,S95,0.824
C0014335,S96,0.796
C0014335,S98,0.846
C0003113,C0026821,0.849
C0003113,C0036572,0.755
C0003113,C0011570,0.775
C0003113,C0001925,0.789
C0003113,C0033687,0.801
C0003113,C0020615,0.745
C0003113,C0032914,0.79
C0003113,C0338591,0.817
C0003113,C0700590,0.798
C0003113,C0019572,0.817
C0003113,C0006625,0.811
C0003113,C0027498,0.803
C0003113,C0018777,0.8
C0003113,C0015967,0.793
C0003113,C3552463,0.796
C0003113,C0023014,0.758
C0003113,C0015672,0.807
C0003113,C0271215,0.809
C0003113,C0028754,0.755
C0003113,C0028756,0.754
C0003113,C3203358,0.794
C0003113,C0031154,0.776
C0003113,C0000737,0.798
C0003113,C0086565,0.766
C0003113,C0019214,0.757
C0003113,C0235153,0.785
C0003113,C0018784,0.789
C0003113,C0020455,0.78
C0003113,C0020438,0.777
C0003113,C0020538,0.796
C0003113,C0751837,0.802
C0003113,C0009460,0.877
C0003113,C0151825,0.8
C0003113,C0162298,0.825
C0003113,C0086437,0.816
C0003113,C0003862,0.812
C0003113,C0152031,0.768
C0003113,C0035229,0.812
C0003113,C0231835,0.692
C0003113,C0013404,0.833
C0003113,C0476273,0.782
C0003113,C1145670,0.812
C0003113,C0009421,0.766
C0003113,C0026838,0.804
C0003113,C0026846,0.825
C0003113,C0151786,0.798
C0003113,C0015644,0.849
C0003113,C0026826,0.791
C0003113,C0013421,0.809
C0003113,C0027066,0.817
C0003113,C0542476,0.881
C0003113,C0751295,0.881
C0003113,C0002622,0.82
C0003113,C0234979,0.794
C0003113,C1838869,0.839
C0003113,C0003537,0.864
C0003113,C0917816,0.757
C0003113,C0221263,0.808
C0003113,C0010200,0.793
C0003113,C0178417,0.776
C0003113,C0231807,0.79
C0003113,C0162674,0.784
C0003113,C0427055,0.827
C0003113,C0476254,0.876
C0014335,C0009398,0.752
C0014335,C0700078,0.782
C0014335,C0270948,0.794
C0014335,C0035078,0.816
C0014335,C1963154,0.817
C0014335,C0019825,0.764
C0014335,C0456909,0.788
C0014335,C0003635,0.823
C0014335,C0013595,0.824
C0014335,C0042798,0.783
C0014335,C0023380,0.796
C0014335,C0234144,0.798
C0014335,C0013604,0.839
C0014335,C0037315,0.855
C0014335,C0037317,0.769
C0014335,C0851578,0.808
C0014335,C0241210,0.77
C0014335,C0020305,0.704
C0014335,C0398650,0.812
C0014335,C1262477,0.824
C0014335,C0043094,0.818
C0014335,C1384666,0.783
C0014335,C1691779,0.737
C0014335,C0030193,0.817
C0014335,C0020429,0.841
C0014335,C1860844,0.788
C0014335,C0018681,0.819
C0014335,C0012833,0.814
C0014335,C0206160,0.767
C0014335,C0033377,0.753
C0014335,C4020887,0.815
C0014335,C0018834,0.788
C0014335,C0008489,0.785
C0014335,C0006271,0.88
C0014335,C0030486,0.704
C0014335,C1836296,0.779
C0014335,C0032617,0.76
C0014335,C0042024,0.796
C0014335,C0007758,0.769
C0014335,C0014118,0.88
C0014335,C0008031,0.817
C0014335,C2364082,0.753
C0014335,C0003126,0.742
C0014335,C0023186,0.812
C0014335,C0751265,0.748
C0014335,C0042384,0.861
C0014335,C0040034,0.794
C0014335,C0231712,0.78
C0014335,C0021368,0.886
C0014335,C0030232,0.8
C0014335,C0029089,0.766
C0014335,C0005745,0.753
C0014335,C0003123,0.855
C0014335,C0271097,0.682
C0014335,C2931205,0.682
C0014335,C1568248,0.682
C0014335,C1568249,0.726
C0014335,C0699731,0.786
C0014335,C0086132,0.813
